,Descriptor,Resolved Type,Cluster Labels,Segment
9248,Noise,fixed,4,5
9249,Noise,fixed,4,5
9251,Noise,fixed,4,5
9252,Traffic,fixed,0,1
9253,Noise,no_violation,6,7
9254,Noise,no_violation,6,7
9255,Noise,no_violation,6,7
9256,Noise,no_violation,6,7
9257,Noise,no_violation,6,7
9258,Noise,no_violation,6,7
9259,Noise,no_violation,6,7
9260,Noise,fixed,4,5
9261,Noise,fixed,4,5
9262,Noise,info_needed,4,5
9263,Noise,fixed,4,5
9264,Noise,no_violation,6,7
9265,Noise,fixed,4,5
9266,Noise,no_violation,6,7
9267,Noise,no_violation,6,7
9268,Noise,fixed,4,5
9269,Noise,no_violation,6,7
9270,Noise,fixed,4,5
9271,Traffic,no_violation,5,6
9272,Noise,fixed,4,5
9273,Safety,no_violation,7,8
9274,Noise,fixed,4,5
9275,Traffic,no_violation,5,6
9276,Noise,no_violation,6,7
9277,Noise,no_violation,6,7
9278,Noise,fixed,4,5
9279,Noise,fixed,4,5
9280,Safety,fixed,0,1
9281,Noise,fixed,4,5
9282,Noise,fixed,4,5
9283,Noise,no_violation,6,7
9284,Noise,fixed,4,5
9285,Noise,no_violation,6,7
9286,Noise,no_violation,6,7
9287,Noise,fixed,4,5
9288,Noise,fixed,4,5
9289,Noise,fixed,4,5
9290,Noise,fixed,4,5
9291,Noise,fixed,4,5
9292,Noise,fixed,4,5
9293,Noise,fixed,4,5
9294,Noise,fixed,4,5
9295,Noise,fixed,4,5
9296,Noise,fixed,4,5
9297,Traffic,no_violation,5,6
9298,Noise,fixed,4,5
9299,Noise,fixed,4,5
9300,Noise,fixed,4,5
9301,Noise,no_violation,6,7
9302,Noise,no_violation,6,7
9303,Noise,info_needed,4,5
9304,Noise,no_violation,6,7
9305,Noise,fixed,4,5
9306,Noise,fixed,4,5
9307,Noise,fixed,4,5
9308,Noise,info_needed,4,5
9309,Traffic,no_violation,5,6
9310,Noise,fixed,4,5
9311,Traffic,no_violation,5,6
9312,Traffic,no_violation,5,6
9313,Noise,fixed,4,5
9314,Noise,fixed,4,5
9315,Noise,fixed,4,5
9316,Noise,no_violation,6,7
9317,Noise,fixed,4,5
9318,Noise,fixed,4,5
9319,Noise,info_needed,4,5
9320,Noise,fixed,4,5
9321,Noise,fixed,4,5
9322,Noise,no_violation,6,7
9323,Noise,fixed,4,5
9324,Noise,no_violation,6,7
9325,Traffic,no_violation,5,6
9326,Noise,no_violation,6,7
9327,Noise,no_violation,6,7
9328,Noise,fixed,4,5
9329,Noise,fixed,4,5
9330,Noise,fixed,4,5
9331,Noise,fixed,4,5
9333,Noise,no_violation,6,7
9334,Noise,no_violation,6,7
9335,Noise,no_violation,6,7
9336,Noise,no_violation,6,7
9337,Noise,no_violation,6,7
9338,Traffic,no_violation,5,6
9339,Noise,no_violation,6,7
9340,Noise,no_violation,6,7
9341,Noise,no_violation,6,7
9342,Noise,fixed,4,5
9343,Noise,fixed,4,5
9344,Noise,fixed,4,5
9345,Noise,no_violation,6,7
9346,Traffic,no_violation,5,6
9347,Noise,fixed,4,5
9348,Noise,fixed,4,5
9349,Noise,fixed,4,5
9350,Traffic,no_violation,5,6
9351,Noise,fixed,4,5
9352,Noise,fixed,4,5
9353,Noise,fixed,4,5
9354,Noise,fixed,4,5
9355,Safety,no_violation,7,8
9356,Traffic,no_violation,5,6
9357,Noise,fixed,4,5
9358,Noise,no_violation,6,7
9359,Noise,no_violation,6,7
9360,Noise,fixed,4,5
9361,Noise,no_violation,6,7
9362,Noise,fixed,4,5
9363,Personal Issue,fixed,0,1
9364,Noise,no_violation,6,7
9365,Traffic,fixed,0,1
9366,Noise,no_violation,6,7
9367,Noise,fixed,4,5
9368,Noise,fixed,4,5
9369,Noise,no_violation,6,7
9370,Noise,fixed,4,5
9371,Noise,no_violation,6,7
9372,Noise,no_violation,6,7
9373,Noise,fixed,4,5
9374,Noise,fixed,4,5
9375,Noise,fixed,4,5
9376,Noise,no_violation,6,7
9377,Noise,no_violation,6,7
9378,Noise,fixed,4,5
9379,Noise,no_violation,6,7
9380,Noise,no_violation,6,7
9381,Noise,no_violation,6,7
9382,Noise,no_violation,6,7
9383,Noise,no_violation,6,7
9384,Noise,fixed,4,5
9385,Noise,no_violation,6,7
9386,Noise,fixed,4,5
9387,Noise,fixed,4,5
9388,Noise,fixed,4,5
9389,Noise,fixed,4,5
9390,Noise,fixed,4,5
9391,Noise,no_violation,6,7
9392,Noise,no_violation,6,7
9393,Noise,no_violation,6,7
9394,Safety,no_violation,7,8
9395,Noise,no_violation,6,7
9396,Noise,no_violation,6,7
9397,Noise,fixed,4,5
9398,Traffic,no_violation,5,6
9399,Noise,no_violation,6,7
9400,Noise,no_violation,6,7
9401,Noise,fixed,4,5
9402,Noise,no_violation,6,7
9403,Noise,fixed,4,5
9404,Noise,no_violation,6,7
9405,Noise,fixed,4,5
9406,Noise,fixed,4,5
9407,Traffic,fixed,0,1
9408,Noise,fixed,4,5
9409,Noise,fixed,4,5
9410,Noise,fixed,4,5
9411,Noise,fixed,4,5
9412,Noise,fixed,4,5
9413,Noise,fixed,4,5
9414,Noise,fixed,4,5
9415,Other,fixed,0,1
9416,Noise,fixed,4,5
9417,Noise,no_violation,6,7
9418,Noise,fixed,4,5
9419,Noise,no_violation,6,7
9420,Noise,no_violation,6,7
9421,Safety,no_violation,7,8
9422,Personal Issue,no_violation,1,2
9423,Noise,fixed,4,5
9424,Noise,fixed,4,5
9425,Noise,fixed,4,5
9426,Noise,no_violation,6,7
9427,Noise,info_needed,4,5
9428,Noise,no_violation,6,7
9429,Noise,no_violation,6,7
9430,Noise,fixed,4,5
9431,Noise,fixed,4,5
9432,Noise,fixed,4,5
9433,Noise,fixed,4,5
9434,Noise,fixed,4,5
9435,Noise,fixed,4,5
9436,Noise,fixed,4,5
9437,Noise,fixed,4,5
9438,Noise,no_violation,6,7
9439,Noise,fixed,4,5
9440,Noise,no_violation,6,7
9441,Noise,no_violation,6,7
9442,Noise,no_violation,6,7
9443,Noise,fixed,4,5
9444,Noise,fixed,4,5
9445,Safety,fixed,0,1
9446,Noise,no_violation,6,7
9447,Noise,no_violation,6,7
9448,Noise,no_violation,6,7
9449,Noise,no_violation,6,7
9450,Noise,no_violation,6,7
9451,Noise,no_violation,6,7
9452,Noise,no_violation,6,7
9453,Noise,fixed,4,5
9454,Noise,info_needed,4,5
9455,Noise,fixed,4,5
9456,Noise,fixed,4,5
9457,Energy,no_violation,1,2
9458,Noise,no_violation,6,7
9459,Noise,no_violation,6,7
9460,Traffic,no_violation,5,6
9461,Noise,info_needed,4,5
9462,Noise,fixed,4,5
9463,Noise,fixed,4,5
9464,Noise,no_violation,6,7
9465,Noise,fixed,4,5
9466,Noise,fixed,4,5
9467,Noise,fixed,4,5
9468,Noise,fixed,4,5
9469,Noise,fixed,4,5
9470,Noise,fixed,4,5
9471,Traffic,fixed,0,1
9472,Traffic,fixed,0,1
9473,Noise,fixed,4,5
9474,Noise,info_needed,4,5
9475,Noise,fixed,4,5
9476,Noise,fixed,4,5
9477,Noise,no_violation,6,7
9478,Noise,no_violation,6,7
9479,Noise,no_violation,6,7
9480,Noise,info_needed,4,5
9481,Noise,info_needed,4,5
9482,Traffic,no_violation,5,6
9483,Noise,info_needed,4,5
9484,Noise,info_needed,4,5
9485,Noise,info_needed,4,5
9486,Noise,fixed,4,5
9487,Noise,fixed,4,5
9488,Noise,no_violation,6,7
9489,Noise,fixed,4,5
9490,Noise,fixed,4,5
9491,Noise,fixed,4,5
9492,Noise,fixed,4,5
9493,Noise,no_violation,6,7
9494,Noise,fixed,4,5
9495,Noise,fixed,4,5
9496,Noise,fixed,4,5
9497,Noise,fixed,4,5
9498,Noise,fixed,4,5
9499,Noise,fixed,4,5
9500,Noise,no_violation,6,7
9501,Noise,fixed,4,5
9502,Noise,fixed,4,5
9503,Noise,no_violation,6,7
9504,Noise,no_violation,6,7
9505,Noise,fixed,4,5
9506,Noise,fixed,4,5
9507,Noise,fixed,4,5
9508,Noise,fixed,4,5
9509,Noise,fixed,4,5
9510,Noise,no_violation,6,7
9511,Noise,no_violation,6,7
9512,Noise,no_violation,6,7
9513,Noise,no_violation,6,7
9514,Noise,no_violation,6,7
9515,Noise,fixed,4,5
9516,Noise,no_violation,6,7
9517,Noise,fixed,4,5
9518,Noise,fixed,4,5
9519,Noise,fixed,4,5
9520,Traffic,fixed,0,1
9521,Noise,info_needed,4,5
9522,Noise,fixed,4,5
9523,Noise,fixed,4,5
9524,Noise,no_violation,6,7
9525,Noise,no_violation,6,7
9526,Noise,no_violation,6,7
9527,Noise,no_violation,6,7
9528,Noise,fixed,4,5
9529,Noise,no_violation,6,7
9530,Noise,no_violation,6,7
9531,Traffic,no_violation,5,6
9532,Noise,fixed,4,5
9533,Traffic,no_violation,5,6
9534,Traffic,no_violation,5,6
9535,Noise,fixed,4,5
9536,Noise,fixed,4,5
9537,Noise,no_violation,6,7
9538,Noise,fixed,4,5
9539,Noise,fixed,4,5
9540,Noise,no_violation,6,7
9541,Traffic,fixed,0,1
9543,Traffic,no_violation,5,6
9544,Noise,no_violation,6,7
9545,Noise,no_violation,6,7
9546,Noise,no_violation,6,7
9547,Noise,fixed,4,5
9548,Noise,fixed,4,5
9549,Noise,fixed,4,5
9550,Traffic,no_violation,5,6
9551,Energy,no_violation,1,2
9552,Noise,fixed,4,5
9553,Noise,no_violation,6,7
9554,Noise,fixed,4,5
9555,Noise,no_violation,6,7
9556,Noise,fixed,4,5
9557,Noise,fixed,4,5
9558,Noise,no_violation,6,7
9559,Noise,no_violation,6,7
9560,Noise,fixed,4,5
9561,Noise,fixed,4,5
9562,Noise,fixed,4,5
9563,Noise,fixed,4,5
9564,Noise,fixed,4,5
9565,Noise,fixed,4,5
9566,Noise,fixed,4,5
9567,Traffic,no_violation,5,6
9568,Traffic,no_violation,5,6
9569,Noise,no_violation,6,7
9570,Noise,no_violation,6,7
9572,Noise,no_violation,6,7
9573,Noise,no_violation,6,7
9574,Noise,no_violation,6,7
9575,Noise,no_violation,6,7
9576,Noise,no_violation,6,7
9577,Noise,no_violation,6,7
9578,Noise,no_violation,6,7
9579,Noise,no_violation,6,7
9580,Noise,no_violation,6,7
9581,Noise,no_violation,6,7
9582,Noise,no_violation,6,7
9583,Noise,fixed,4,5
9584,Noise,no_violation,6,7
9585,Noise,no_violation,6,7
9586,Noise,no_violation,6,7
9587,Noise,no_violation,6,7
9588,Noise,no_violation,6,7
9589,Noise,no_violation,6,7
9590,Noise,no_violation,6,7
9591,Noise,fixed,4,5
9592,Noise,fixed,4,5
9593,Noise,fixed,4,5
9595,Noise,fixed,4,5
9596,Noise,fixed,4,5
9597,Noise,fixed,4,5
9598,Safety,fixed,0,1
9599,Noise,fixed,4,5
9600,Traffic,fixed,0,1
9601,Noise,fixed,4,5
9602,Noise,fixed,4,5
9603,Noise,fixed,4,5
9604,Noise,fixed,4,5
9605,Noise,fixed,4,5
9606,Noise,fixed,4,5
9607,Noise,fixed,4,5
9608,Noise,fixed,4,5
9609,Noise,no_violation,6,7
9610,Noise,no_violation,6,7
9611,Noise,fixed,4,5
9612,Noise,fixed,4,5
9613,Noise,fixed,4,5
9614,Noise,fixed,4,5
9615,Traffic,fixed,0,1
9616,Noise,fixed,4,5
9617,Noise,fixed,4,5
9618,Noise,fixed,4,5
9619,Noise,fixed,4,5
9620,Noise,no_violation,6,7
9621,Noise,fixed,4,5
9622,Noise,fixed,4,5
9623,Noise,no_violation,6,7
9624,Noise,fixed,4,5
9625,Noise,no_violation,6,7
9626,Noise,no_violation,6,7
9627,Noise,no_violation,6,7
9628,Noise,no_violation,6,7
9629,Noise,fixed,4,5
9630,Noise,fixed,4,5
9631,Noise,fixed,4,5
9632,Noise,no_violation,6,7
9633,Noise,fixed,4,5
9634,Noise,no_violation,6,7
9635,Noise,no_violation,6,7
9636,Noise,no_violation,6,7
9637,Noise,no_violation,6,7
9638,Noise,fixed,4,5
9639,Noise,fixed,4,5
9640,Noise,no_violation,6,7
9641,Noise,no_violation,6,7
9642,Noise,info_needed,4,5
9643,Noise,info_needed,4,5
9644,Noise,fixed,4,5
9645,Noise,no_violation,6,7
9646,Traffic,info_needed,0,1
9647,Noise,no_violation,6,7
9648,Traffic,no_violation,5,6
9649,Noise,no_violation,6,7
9650,Noise,no_violation,6,7
9651,Noise,fixed,4,5
9652,Noise,no_violation,6,7
9653,Noise,info_needed,4,5
9654,Noise,info_needed,4,5
9655,Noise,fixed,4,5
9656,Noise,fixed,4,5
9657,Noise,fixed,4,5
9658,Noise,fixed,4,5
9659,Noise,fixed,4,5
9660,Noise,no_violation,6,7
9661,Traffic,info_needed,0,1
9662,Noise,fixed,4,5
9663,Noise,fixed,4,5
9664,Noise,fixed,4,5
9665,Noise,fixed,4,5
9666,Noise,fixed,4,5
9667,Noise,fixed,4,5
9668,Noise,fixed,4,5
9669,Noise,fixed,4,5
9670,Noise,fixed,4,5
9671,Noise,fixed,4,5
9672,Noise,fixed,4,5
9673,Noise,fixed,4,5
9674,Noise,fixed,4,5
9675,Noise,fixed,4,5
9676,Noise,fixed,4,5
9677,Traffic,no_violation,5,6
9678,Noise,fixed,4,5
9679,Noise,fixed,4,5
9680,Noise,fixed,4,5
9681,Traffic,fixed,0,1
9682,Traffic,no_violation,5,6
9683,Noise,fixed,4,5
9684,Noise,fixed,4,5
9685,Noise,no_violation,6,7
9686,Safety,fixed,0,1
9687,Noise,no_violation,6,7
9688,Noise,fixed,4,5
9689,Safety,fixed,0,1
9690,Other,no_violation,1,2
9691,Noise,no_violation,6,7
9692,Noise,no_violation,6,7
9693,Noise,no_violation,6,7
9694,Noise,no_violation,6,7
9695,Traffic,no_violation,5,6
9696,Noise,no_violation,6,7
9697,Noise,fixed,4,5
9698,Noise,fixed,4,5
9699,Noise,no_violation,6,7
9700,Noise,no_violation,6,7
9701,Noise,no_violation,6,7
9702,Noise,no_violation,6,7
9703,Traffic,no_violation,5,6
9704,Noise,fixed,4,5
9705,Noise,no_violation,6,7
9706,Noise,no_violation,6,7
9707,Noise,no_violation,6,7
9708,Traffic,no_violation,5,6
9709,Safety,fixed,0,1
9710,Traffic,fixed,0,1
9711,Traffic,fixed,0,1
9712,Traffic,fixed,0,1
9713,Traffic,fixed,0,1
9714,Traffic,fixed,0,1
9715,Noise,no_violation,6,7
9716,Traffic,fixed,0,1
9717,Safety,fixed,0,1
9718,Traffic,no_violation,5,6
9719,Noise,no_violation,6,7
9720,Noise,no_violation,6,7
9721,Traffic,fixed,0,1
9722,Personal Issue,no_violation,1,2
9723,Animals,fixed,0,1
9724,House,no_violation,1,2
9725,Trash/Pollution,no_violation,3,4
9726,Animals,fixed,0,1
9727,House,no_violation,1,2
9728,Energy,fixed,0,1
9729,House,fixed,2,3
9730,Energy,no_violation,1,2
9731,Noise,no_violation,6,7
9732,Noise,no_violation,6,7
9733,Traffic,fixed,0,1
9734,Personal Issue,no_violation,1,2
9736,Animals,duplicated_report,0,1
9737,House,fixed,2,3
9738,House,no_violation,1,2
9739,Traffic,no_violation,5,6
9740,Noise,no_violation,6,7
9741,House,no_violation,1,2
9742,House,no_violation,1,2
9743,House,no_violation,1,2
9744,Trash/Pollution,fixed,0,1
9745,House,no_violation,1,2
9746,House,fixed,2,3
9749,House,no_violation,1,2
9750,House,no_violation,1,2
9751,House,no_violation,1,2
9752,House,no_violation,1,2
9753,House,info_needed,1,2
9754,Safety,fixed,0,1
9755,Trash/Pollution,no_violation,3,4
9756,House,duplicated_report,1,2
9757,Animals,no_violation,1,2
9758,Traffic,no_violation,5,6
9759,Other,no_violation,1,2
9760,Traffic,no_violation,5,6
9761,Traffic,no_violation,5,6
9762,Traffic,fixed,0,1
9763,Noise,fixed,4,5
9764,Traffic,no_violation,5,6
9765,Traffic,referred,0,1
9766,Safety,fixed,0,1
9767,Traffic,fixed,0,1
9768,Personal Issue,no_violation,1,2
9769,Traffic,fixed,0,1
9770,Noise,fixed,4,5
9771,Noise,fixed,4,5
9772,Noise,fixed,4,5
9773,Noise,fixed,4,5
9774,Traffic,no_violation,5,6
9775,Traffic,no_violation,5,6
9776,Animals,no_violation,1,2
9777,Animals,fixed,0,1
9778,Noise,fixed,4,5
9784,Traffic,fixed,0,1
9791,Traffic,no_violation,5,6
9793,Personal Issue,no_violation,1,2
9794,Traffic,fixed,0,1
9795,Noise,no_violation,6,7
9796,Traffic,fixed,0,1
9797,Commercial,no_violation,1,2
9798,Traffic,fixed,0,1
9799,Traffic,no_violation,5,6
9800,Traffic,no_violation,5,6
9802,Noise,no_violation,6,7
9803,Noise,no_violation,6,7
9804,Safety,no_violation,7,8
9805,Traffic,no_violation,5,6
9806,Traffic,no_violation,5,6
9807,Traffic,no_violation,5,6
9808,Traffic,no_violation,5,6
9809,Traffic,fixed,0,1
9811,Traffic,no_violation,5,6
9812,Traffic,no_violation,5,6
9813,Traffic,no_violation,5,6
9814,Noise,fixed,4,5
9815,Traffic,no_violation,5,6
9816,Traffic,no_violation,5,6
9817,Traffic,info_needed,0,1
9818,Safety,no_violation,7,8
9819,Noise,no_violation,6,7
9820,Traffic,info_needed,0,1
9821,Other,referred,0,1
9822,Safety,fixed,0,1
9823,Traffic,info_needed,0,1
9824,Safety,no_violation,7,8
9825,Traffic,no_violation,5,6
9826,Personal Issue,fixed,0,1
9827,Noise,no_violation,6,7
9829,House,fixed,2,3
9830,Traffic,no_violation,5,6
9831,Personal Issue,no_violation,1,2
9832,Noise,no_violation,6,7
9833,Noise,no_violation,6,7
9834,Personal Issue,no_violation,1,2
9835,Noise,no_violation,6,7
9836,Noise,fixed,4,5
9837,Noise,info_needed,4,5
9839,Traffic,fixed,0,1
9840,Traffic,fixed,0,1
9842,Traffic,no_violation,5,6
9843,Safety,no_violation,7,8
9844,Safety,no_violation,7,8
9845,Noise,fixed,4,5
9846,Noise,fixed,4,5
9847,Traffic,no_violation,5,6
9848,Noise,fixed,4,5
9849,Noise,fixed,4,5
9850,Noise,fixed,4,5
9851,Commercial,no_violation,1,2
9852,Noise,fixed,4,5
9853,Personal Issue,no_violation,1,2
9854,Noise,fixed,4,5
9855,Noise,fixed,4,5
9856,Noise,fixed,4,5
9857,Noise,fixed,4,5
9858,Noise,no_violation,6,7
9859,Commercial,fixed,0,1
9860,Traffic,fixed,0,1
9861,Other,fixed,0,1
9862,Traffic,no_violation,5,6
9863,Traffic,fixed,0,1
9864,Safety,no_violation,7,8
9865,Traffic,fixed,0,1
9866,Traffic,no_violation,5,6
9867,Other,no_violation,1,2
9868,Safety,fixed,0,1
9869,Safety,fixed,0,1
9872,Other,referred,0,1
9873,House,fixed,2,3
9874,House,fixed,2,3
9875,Traffic,fixed,0,1
9876,Traffic,no_violation,5,6
9877,Traffic,referred,0,1
9878,Traffic,fixed,0,1
9879,Traffic,no_violation,5,6
9880,Traffic,fixed,0,1
9881,Traffic,fixed,0,1
9882,Safety,fixed,0,1
9884,Traffic,fixed,0,1
9885,Noise,fixed,4,5
9886,Traffic,fixed,0,1
9887,Traffic,fixed,0,1
9888,Traffic,no_violation,5,6
9889,Noise,no_violation,6,7
9890,Traffic,no_violation,5,6
9891,Traffic,fixed,0,1
9892,House,fixed,2,3
9893,Noise,fixed,4,5
9895,Traffic,info_needed,0,1
9896,Traffic,no_violation,5,6
9897,Noise,fixed,4,5
9898,Traffic,no_violation,5,6
9899,Traffic,fixed,0,1
9900,Noise,no_violation,6,7
9901,Traffic,no_violation,5,6
9902,Noise,no_violation,6,7
9903,Noise,no_violation,6,7
9905,Noise,no_violation,6,7
9906,Traffic,no_violation,5,6
9907,Noise,info_needed,4,5
9908,Noise,no_violation,6,7
9909,Noise,fixed,4,5
9910,Noise,no_violation,6,7
9911,Traffic,no_violation,5,6
9912,Noise,no_violation,6,7
9913,Noise,no_violation,6,7
9914,Personal Issue,no_violation,1,2
9915,Other,no_violation,1,2
9916,Noise,no_violation,6,7
9917,Noise,no_violation,6,7
9918,Noise,fixed,4,5
9919,Other,fixed,0,1
9920,Animals,fixed,0,1
9921,House,fixed,2,3
9922,House,fixed,2,3
9923,Noise,no_violation,6,7
9924,Noise,no_violation,6,7
9925,Traffic,no_violation,5,6
9926,Traffic,no_violation,5,6
9927,Noise,no_violation,6,7
9928,Noise,no_violation,6,7
9929,Noise,no_violation,6,7
9930,Noise,no_violation,6,7
9931,Noise,no_violation,6,7
9932,Noise,no_violation,6,7
9933,Noise,no_violation,6,7
9934,Traffic,no_violation,5,6
9935,Traffic,fixed,0,1
9937,Traffic,no_violation,5,6
9938,Noise,no_violation,6,7
9939,Noise,no_violation,6,7
9940,Traffic,fixed,0,1
9941,Traffic,no_violation,5,6
9942,House,fixed,2,3
9943,House,fixed,2,3
9944,House,fixed,2,3
9945,Other,fixed,0,1
9946,Noise,info_needed,4,5
9947,Noise,no_violation,6,7
9948,Noise,no_violation,6,7
9949,Traffic,fixed,0,1
9951,Noise,no_violation,6,7
9952,Noise,no_violation,6,7
9953,Safety,no_violation,7,8
9954,Noise,no_violation,6,7
9955,Trash/Pollution,fixed,0,1
9956,Safety,fixed,0,1
9957,House,fixed,2,3
9958,House,fixed,2,3
9959,Trash/Pollution,fixed,0,1
9960,House,fixed,2,3
9961,Other,fixed,0,1
9962,House,fixed,2,3
9963,House,fixed,2,3
9964,Trash/Pollution,fixed,0,1
9965,House,info_needed,1,2
9966,House,fixed,2,3
9967,Safety,fixed,0,1
9968,Animals,fixed,0,1
9969,Trash/Pollution,no_violation,3,4
9970,House,no_violation,1,2
9971,Other,referred,0,1
9972,Safety,fixed,0,1
9973,Noise,no_violation,6,7
9974,Traffic,fixed,0,1
9975,Traffic,fixed,0,1
9976,Safety,fixed,0,1
9977,Traffic,no_violation,5,6
9978,Traffic,fixed,0,1
9979,Other,fixed,0,1
9981,Noise,no_violation,6,7
9982,Noise,no_violation,6,7
9983,Traffic,fixed,0,1
9984,Noise,no_violation,6,7
9985,Noise,no_violation,6,7
9986,Noise,no_violation,6,7
9987,Noise,no_violation,6,7
9988,Other,no_violation,1,2
9989,Noise,no_violation,6,7
9990,Noise,no_violation,6,7
9991,Traffic,no_violation,5,6
9992,Other,no_violation,1,2
9993,Noise,no_violation,6,7
9994,Noise,info_needed,4,5
9995,Traffic,no_violation,5,6
9996,Traffic,no_violation,5,6
9997,Traffic,no_violation,5,6
9998,Safety,fixed,0,1
9999,Traffic,no_violation,5,6
10000,Noise,no_violation,6,7
10001,Traffic,no_violation,5,6
10002,Safety,no_violation,7,8
10003,Noise,fixed,4,5
10004,Traffic,fixed,0,1
10005,Traffic,no_violation,5,6
10006,House,fixed,2,3
10007,House,fixed,2,3
10008,House,fixed,2,3
10009,Traffic,no_violation,5,6
10010,Noise,no_violation,6,7
10011,Noise,no_violation,6,7
10012,House,no_violation,1,2
10013,House,fixed,2,3
10014,Trash/Pollution,no_violation,3,4
10015,Animals,fixed,0,1
10016,House,fixed,2,3
10017,House,fixed,2,3
10018,House,no_violation,1,2
10019,House,fixed,2,3
10020,Animals,no_violation,1,2
10021,Trash/Pollution,no_violation,3,4
10022,Trash/Pollution,no_violation,3,4
10023,Safety,no_violation,7,8
10024,House,duplicated_report,1,2
10025,House,no_violation,1,2
10026,House,fixed,2,3
10027,House,no_violation,1,2
10028,Other,duplicated_report,0,1
10029,House,duplicated_report,1,2
10030,House,duplicated_report,1,2
10031,Safety,no_violation,7,8
10032,House,fixed,2,3
10033,Trash/Pollution,fixed,0,1
10034,House,duplicated_report,1,2
10035,Noise,fixed,4,5
10036,Safety,duplicated_report,7,8
10037,Animals,no_violation,1,2
10038,Animals,fixed,0,1
10039,Trash/Pollution,no_violation,3,4
10040,Animals,no_violation,1,2
10041,House,no_violation,1,2
10042,House,no_violation,1,2
10043,Safety,no_violation,7,8
10044,Safety,no_violation,7,8
10045,House,no_violation,1,2
10046,Noise,fixed,4,5
10047,Noise,no_violation,6,7
10048,Noise,no_violation,6,7
10049,Noise,no_violation,6,7
10050,Noise,fixed,4,5
10051,Traffic,no_violation,5,6
10052,Traffic,no_violation,5,6
10053,Noise,no_violation,6,7
10054,Noise,fixed,4,5
10055,Noise,no_violation,6,7
10056,Traffic,no_violation,5,6
10057,Traffic,no_violation,5,6
10058,Noise,info_needed,4,5
10059,Traffic,no_violation,5,6
10060,Traffic,fixed,0,1
10061,Safety,fixed,0,1
10062,Other,fixed,0,1
10063,Noise,fixed,4,5
10064,Noise,no_violation,6,7
10065,Noise,no_violation,6,7
10066,Safety,no_violation,7,8
10067,Safety,fixed,0,1
10068,Noise,no_violation,6,7
10069,Noise,no_violation,6,7
10070,Noise,fixed,4,5
10071,Noise,no_violation,6,7
10072,Traffic,no_violation,5,6
10074,Traffic,fixed,0,1
10075,Safety,fixed,0,1
10076,Safety,fixed,0,1
10077,Other,referred,0,1
10078,Traffic,fixed,0,1
10079,Noise,no_violation,6,7
10080,Noise,no_violation,6,7
10081,Noise,no_violation,6,7
10082,Noise,no_violation,6,7
10083,Noise,no_violation,6,7
10084,Noise,fixed,4,5
10085,Noise,fixed,4,5
10086,Noise,fixed,4,5
10087,Noise,fixed,4,5
10088,Noise,no_violation,6,7
10089,Traffic,no_violation,5,6
10090,Noise,no_violation,6,7
10091,Traffic,no_violation,5,6
10092,Noise,fixed,4,5
10093,Noise,fixed,4,5
10094,Noise,no_violation,6,7
10095,Noise,no_violation,6,7
10096,Noise,fixed,4,5
10097,Traffic,no_violation,5,6
10098,Traffic,fixed,0,1
10099,Noise,no_violation,6,7
10100,Personal Issue,fixed,0,1
10101,Noise,no_violation,6,7
10102,Noise,fixed,4,5
10103,Noise,fixed,4,5
10104,Traffic,info_needed,0,1
10105,Traffic,no_violation,5,6
10106,Noise,no_violation,6,7
10107,Noise,fixed,4,5
10108,Noise,fixed,4,5
10109,Noise,fixed,4,5
10110,Noise,no_violation,6,7
10111,Noise,no_violation,6,7
10112,Noise,no_violation,6,7
10113,Noise,no_violation,6,7
10114,Traffic,no_violation,5,6
10115,Noise,no_violation,6,7
10116,Noise,no_violation,6,7
10117,Noise,fixed,4,5
10118,Noise,fixed,4,5
10119,Noise,fixed,4,5
10120,Noise,fixed,4,5
10121,Noise,no_violation,6,7
10122,Noise,no_violation,6,7
10123,Noise,no_violation,6,7
10124,Noise,no_violation,6,7
10125,Traffic,fixed,0,1
10126,Noise,no_violation,6,7
10127,Noise,no_violation,6,7
10128,Noise,fixed,4,5
10129,Noise,fixed,4,5
10130,Noise,fixed,4,5
10131,Noise,no_violation,6,7
10132,Noise,no_violation,6,7
10133,Other,no_violation,1,2
10134,Noise,no_violation,6,7
10135,Traffic,fixed,0,1
10136,Safety,fixed,0,1
10137,Noise,fixed,4,5
10138,Noise,fixed,4,5
10139,Noise,fixed,4,5
10140,Noise,no_violation,6,7
10141,Traffic,no_violation,5,6
10142,Noise,fixed,4,5
10143,Traffic,no_violation,5,6
10144,Noise,no_violation,6,7
10145,Traffic,no_violation,5,6
10146,Traffic,no_violation,5,6
10147,Traffic,fixed,0,1
10148,Traffic,fixed,0,1
10149,Traffic,fixed,0,1
10150,Noise,fixed,4,5
10151,Traffic,referred,0,1
10152,Traffic,referred,0,1
10153,Traffic,no_violation,5,6
10154,Noise,fixed,4,5
10155,Noise,fixed,4,5
10156,Safety,no_violation,7,8
10157,Noise,fixed,4,5
10158,Traffic,referred,0,1
