,Descriptor,Resolved Type,Duration Type,Cluster Labels,Segment
8611,Traffic,no_violation,"(63.33, 2677.65]",1,2
8612,Traffic,no_violation,"(26.55, 63.33]",1,2
8613,Traffic,no_violation,"(26.55, 63.33]",1,2
8614,Traffic,no_violation,"(26.55, 63.33]",1,2
8615,Traffic,no_violation,"(26.55, 63.33]",1,2
8616,Noise,fixed,"(0.069, 26.55]",7,8
8617,Traffic,no_violation,"(0.069, 26.55]",1,2
8618,Traffic,no_violation,"(0.069, 26.55]",1,2
8619,Traffic,no_violation,"(63.33, 2677.65]",1,2
8620,Noise,no_violation,"(26.55, 63.33]",6,7
8621,Personal Issue,fixed,"(63.33, 2677.65]",8,9
8622,Traffic,no_violation,"(26.55, 63.33]",1,2
8623,Traffic,no_violation,"(26.55, 63.33]",1,2
8624,Noise,no_violation,"(0.069, 26.55]",3,4
8625,Noise,no_violation,"(0.069, 26.55]",3,4
8626,Noise,no_violation,"(0.069, 26.55]",3,4
8627,Traffic,fixed,"(26.55, 63.33]",0,1
8629,Noise,no_violation,"(0.069, 26.55]",3,4
8632,Noise,no_violation,"(26.55, 63.33]",6,7
8633,Safety,no_violation,"(63.33, 2677.65]",9,10
8634,Safety,fixed,"(26.55, 63.33]",0,1
8635,Noise,fixed,"(0.069, 26.55]",7,8
8636,Traffic,fixed,"(63.33, 2677.65]",8,9
8637,Traffic,fixed,"(26.55, 63.33]",0,1
8638,Other,no_violation,"(63.33, 2677.65]",9,10
8639,Personal Issue,no_violation,"(63.33, 2677.65]",9,10
8640,Safety,no_violation,"(63.33, 2677.65]",9,10
8641,Noise,no_violation,"(26.55, 63.33]",6,7
8642,Noise,no_violation,"(26.55, 63.33]",6,7
8643,House,fixed,"(0.069, 26.55]",7,8
8644,Noise,fixed,"(63.33, 2677.65]",4,5
8645,Traffic,no_violation,"(26.55, 63.33]",1,2
8646,Traffic,no_violation,"(0.069, 26.55]",1,2
8647,Noise,fixed,"(0.069, 26.55]",7,8
8648,Traffic,fixed,"(0.069, 26.55]",7,8
8649,Traffic,no_violation,"(26.55, 63.33]",1,2
8651,Traffic,fixed,"(63.33, 2677.65]",8,9
8652,Traffic,no_violation,"(63.33, 2677.65]",1,2
8653,House,fixed,"(26.55, 63.33]",0,1
8654,Noise,no_violation,"(63.33, 2677.65]",9,10
8655,House,fixed,"(2677.65, 59476.62]",2,3
8656,Noise,no_violation,"(0.069, 26.55]",3,4
8657,Safety,fixed,"(26.55, 63.33]",0,1
8658,Noise,fixed,"(26.55, 63.33]",4,5
8659,Noise,no_violation,"(0.069, 26.55]",3,4
8660,Noise,fixed,"(63.33, 2677.65]",4,5
8661,Noise,fixed,"(26.55, 63.33]",4,5
8662,Traffic,no_violation,"(26.55, 63.33]",1,2
8663,Noise,fixed,"(0.069, 26.55]",7,8
8664,Noise,no_violation,"(0.069, 26.55]",3,4
8665,Safety,fixed,"(2677.65, 59476.62]",0,1
8666,Traffic,fixed,"(63.33, 2677.65]",8,9
8667,Noise,no_violation,"(0.069, 26.55]",3,4
8668,Commercial,fixed,"(0.069, 26.55]",7,8
8669,Traffic,no_violation,"(63.33, 2677.65]",1,2
8670,Noise,no_violation,"(26.55, 63.33]",6,7
8671,Traffic,no_violation,"(26.55, 63.33]",1,2
8672,Traffic,no_violation,"(26.55, 63.33]",1,2
8673,Noise,no_violation,"(0.069, 26.55]",3,4
8674,Noise,fixed,"(0.069, 26.55]",7,8
8675,Noise,info_needed,"(63.33, 2677.65]",9,10
8676,Safety,no_violation,"(26.55, 63.33]",0,1
8677,Noise,no_violation,"(63.33, 2677.65]",9,10
8678,Noise,fixed,"(0.069, 26.55]",7,8
8679,Noise,fixed,"(0.069, 26.55]",7,8
8680,Noise,fixed,"(26.55, 63.33]",4,5
8681,Noise,fixed,"(26.55, 63.33]",4,5
8682,Traffic,fixed,"(0.069, 26.55]",7,8
8683,Traffic,no_violation,"(26.55, 63.33]",1,2
8684,Noise,no_violation,"(26.55, 63.33]",6,7
8685,Traffic,no_violation,"(0.069, 26.55]",1,2
8686,Traffic,no_violation,"(63.33, 2677.65]",1,2
8687,Noise,no_violation,"(0.069, 26.55]",3,4
8688,Traffic,fixed,"(26.55, 63.33]",0,1
8689,Traffic,fixed,"(63.33, 2677.65]",8,9
8690,Noise,fixed,"(63.33, 2677.65]",4,5
8691,Noise,no_violation,"(63.33, 2677.65]",9,10
8692,Traffic,no_violation,"(63.33, 2677.65]",1,2
8693,Noise,fixed,"(26.55, 63.33]",4,5
8694,Noise,info_needed,"(26.55, 63.33]",4,5
8695,Personal Issue,fixed,"(26.55, 63.33]",0,1
8696,Traffic,fixed,"(63.33, 2677.65]",8,9
8698,Traffic,no_violation,"(26.55, 63.33]",1,2
8699,Traffic,fixed,"(63.33, 2677.65]",8,9
8700,Traffic,fixed,"(63.33, 2677.65]",8,9
8701,Safety,no_violation,"(26.55, 63.33]",0,1
8702,Traffic,no_violation,"(63.33, 2677.65]",1,2
8703,Traffic,no_violation,"(0.069, 26.55]",1,2
8704,Traffic,fixed,"(63.33, 2677.65]",8,9
8705,Noise,fixed,"(0.069, 26.55]",7,8
8706,Noise,fixed,"(26.55, 63.33]",4,5
8707,Noise,fixed,"(26.55, 63.33]",4,5
8708,Noise,fixed,"(63.33, 2677.65]",4,5
8709,Noise,no_violation,"(63.33, 2677.65]",9,10
8710,Noise,no_violation,"(63.33, 2677.65]",9,10
8711,Noise,fixed,"(63.33, 2677.65]",4,5
8712,Traffic,fixed,"(63.33, 2677.65]",8,9
8713,Noise,fixed,"(63.33, 2677.65]",4,5
8714,Noise,fixed,"(63.33, 2677.65]",4,5
8715,Noise,fixed,"(0.069, 26.55]",7,8
8716,Noise,no_violation,"(63.33, 2677.65]",9,10
8717,Traffic,no_violation,"(26.55, 63.33]",1,2
8718,Noise,no_violation,"(63.33, 2677.65]",9,10
8719,Safety,no_violation,"(63.33, 2677.65]",9,10
8720,Personal Issue,fixed,"(26.55, 63.33]",0,1
8721,Noise,fixed,"(63.33, 2677.65]",4,5
8722,Noise,no_violation,"(63.33, 2677.65]",9,10
8723,Noise,referred,"(63.33, 2677.65]",9,10
8724,Noise,fixed,"(26.55, 63.33]",4,5
8725,Traffic,fixed,"(26.55, 63.33]",0,1
8726,Traffic,fixed,"(63.33, 2677.65]",8,9
8727,Traffic,no_violation,"(63.33, 2677.65]",1,2
8728,Noise,no_violation,"(63.33, 2677.65]",9,10
8729,Noise,fixed,"(0.069, 26.55]",7,8
8730,Safety,fixed,"(63.33, 2677.65]",0,1
8731,Noise,fixed,"(63.33, 2677.65]",4,5
8732,Noise,no_violation,"(26.55, 63.33]",6,7
8733,Noise,fixed,"(0.069, 26.55]",7,8
8734,Traffic,fixed,"(0.069, 26.55]",7,8
8735,Noise,fixed,"(0.069, 26.55]",7,8
8736,Noise,no_violation,"(63.33, 2677.65]",9,10
8738,Noise,fixed,"(26.55, 63.33]",4,5
8739,Noise,fixed,"(26.55, 63.33]",4,5
8740,Noise,fixed,"(0.069, 26.55]",7,8
8741,Noise,fixed,"(0.069, 26.55]",7,8
8742,House,fixed,"(2677.65, 59476.62]",2,3
8743,Noise,fixed,"(0.069, 26.55]",7,8
8744,Noise,fixed,"(0.069, 26.55]",7,8
8745,Traffic,fixed,"(26.55, 63.33]",0,1
8746,Safety,no_violation,"(0.069, 26.55]",3,4
8747,Traffic,fixed,"(26.55, 63.33]",0,1
8748,Traffic,fixed,"(0.069, 26.55]",7,8
8749,Noise,no_violation,"(26.55, 63.33]",6,7
8750,Personal Issue,no_violation,"(0.069, 26.55]",3,4
8751,Noise,no_violation,"(0.069, 26.55]",3,4
8752,Noise,fixed,"(0.069, 26.55]",7,8
8753,Traffic,fixed,"(63.33, 2677.65]",8,9
8754,Noise,no_violation,"(26.55, 63.33]",6,7
8756,Noise,no_violation,"(26.55, 63.33]",6,7
8757,Traffic,no_violation,"(0.069, 26.55]",1,2
8758,Noise,fixed,"(0.069, 26.55]",7,8
8759,Noise,fixed,"(26.55, 63.33]",4,5
8760,Noise,no_violation,"(63.33, 2677.65]",9,10
8761,Noise,fixed,"(0.069, 26.55]",7,8
8762,Noise,fixed,"(26.55, 63.33]",4,5
8763,Noise,no_violation,"(63.33, 2677.65]",9,10
8764,Noise,fixed,"(63.33, 2677.65]",4,5
8765,Noise,info_needed,"(26.55, 63.33]",4,5
8766,Noise,no_violation,"(63.33, 2677.65]",9,10
8767,Energy,no_violation,"(0.069, 26.55]",3,4
8768,Noise,no_violation,"(26.55, 63.33]",6,7
8769,Safety,no_violation,"(0.069, 26.55]",3,4
8771,Noise,referred,"(26.55, 63.33]",4,5
8772,Noise,fixed,"(26.55, 63.33]",4,5
8773,Noise,fixed,"(0.069, 26.55]",7,8
8774,Noise,fixed,"(0.069, 26.55]",7,8
8775,Noise,referred,"(26.55, 63.33]",4,5
8776,Noise,no_violation,"(26.55, 63.33]",6,7
8778,Traffic,fixed,"(63.33, 2677.65]",8,9
8779,Noise,no_violation,"(0.069, 26.55]",3,4
8782,Noise,fixed,"(0.069, 26.55]",7,8
8783,Safety,no_violation,"(63.33, 2677.65]",9,10
8784,Noise,fixed,"(63.33, 2677.65]",4,5
8785,Personal Issue,no_violation,"(26.55, 63.33]",1,2
8787,Noise,no_violation,"(0.069, 26.55]",3,4
8788,Noise,fixed,"(63.33, 2677.65]",4,5
8789,Noise,fixed,"(63.33, 2677.65]",4,5
8790,Noise,fixed,"(63.33, 2677.65]",4,5
8791,Noise,fixed,"(63.33, 2677.65]",4,5
8792,Noise,fixed,"(63.33, 2677.65]",4,5
8793,Noise,fixed,"(26.55, 63.33]",4,5
8794,Safety,no_violation,"(63.33, 2677.65]",9,10
8795,Traffic,no_violation,"(0.069, 26.55]",1,2
8796,Noise,no_violation,"(0.069, 26.55]",3,4
8797,Noise,no_violation,"(0.069, 26.55]",3,4
8798,Noise,no_violation,"(26.55, 63.33]",6,7
8799,Noise,no_violation,"(63.33, 2677.65]",9,10
8800,Noise,fixed,"(0.069, 26.55]",7,8
8801,Noise,no_violation,"(26.55, 63.33]",6,7
8802,Traffic,fixed,"(26.55, 63.33]",0,1
8803,Noise,fixed,"(26.55, 63.33]",4,5
8804,Noise,no_violation,"(63.33, 2677.65]",9,10
8805,Noise,no_violation,"(63.33, 2677.65]",9,10
8806,Noise,no_violation,"(63.33, 2677.65]",9,10
8807,Traffic,no_violation,"(63.33, 2677.65]",1,2
8808,Noise,fixed,"(0.069, 26.55]",7,8
8809,Noise,fixed,"(26.55, 63.33]",4,5
8810,Noise,no_violation,"(26.55, 63.33]",6,7
8811,Safety,fixed,"(0.069, 26.55]",0,1
8812,Traffic,no_violation,"(63.33, 2677.65]",1,2
8813,Noise,no_violation,"(0.069, 26.55]",3,4
8814,Traffic,no_violation,"(26.55, 63.33]",1,2
8815,Animals,fixed,"(26.55, 63.33]",0,1
8818,Safety,fixed,"(63.33, 2677.65]",0,1
8819,Noise,fixed,"(0.069, 26.55]",7,8
8820,Noise,no_violation,"(26.55, 63.33]",6,7
8821,Noise,fixed,"(0.069, 26.55]",7,8
8822,Noise,no_violation,"(0.069, 26.55]",3,4
8823,Safety,no_violation,"(0.069, 26.55]",3,4
8824,Noise,fixed,"(0.069, 26.55]",7,8
8825,Safety,fixed,"(0.069, 26.55]",0,1
8826,Noise,fixed,"(0.069, 26.55]",7,8
8827,Noise,no_violation,"(26.55, 63.33]",6,7
8830,Safety,no_violation,"(63.33, 2677.65]",9,10
8831,Noise,fixed,"(0.069, 26.55]",7,8
8832,Noise,fixed,"(0.069, 26.55]",7,8
8833,Noise,fixed,"(26.55, 63.33]",4,5
8834,Safety,fixed,"(0.069, 26.55]",0,1
8835,Noise,fixed,"(26.55, 63.33]",4,5
8836,Noise,no_violation,"(26.55, 63.33]",6,7
8837,Noise,no_violation,"(0.069, 26.55]",3,4
8838,Noise,fixed,"(26.55, 63.33]",4,5
8839,Other,no_violation,"(0.069, 26.55]",3,4
8840,Noise,fixed,"(0.069, 26.55]",7,8
8841,Noise,fixed,"(0.069, 26.55]",7,8
8842,Noise,fixed,"(26.55, 63.33]",4,5
8843,Traffic,fixed,"(26.55, 63.33]",0,1
8844,Traffic,fixed,"(0.069, 26.55]",7,8
8845,Noise,fixed,"(26.55, 63.33]",4,5
8846,Noise,fixed,"(0.069, 26.55]",7,8
8847,Traffic,fixed,"(26.55, 63.33]",0,1
8848,Other,fixed,"(26.55, 63.33]",0,1
8849,Noise,fixed,"(0.069, 26.55]",7,8
8850,Noise,fixed,"(26.55, 63.33]",4,5
8851,Noise,no_violation,"(0.069, 26.55]",3,4
8852,Noise,fixed,"(26.55, 63.33]",4,5
8853,Noise,no_violation,"(26.55, 63.33]",6,7
8854,Noise,no_violation,"(0.069, 26.55]",3,4
8855,Noise,no_violation,"(26.55, 63.33]",6,7
8856,Noise,fixed,"(0.069, 26.55]",7,8
8857,Noise,fixed,"(0.069, 26.55]",7,8
8858,Safety,no_violation,"(26.55, 63.33]",0,1
8859,Noise,fixed,"(0.069, 26.55]",7,8
8860,Traffic,fixed,"(26.55, 63.33]",0,1
8861,Noise,no_violation,"(26.55, 63.33]",6,7
8863,Traffic,no_violation,"(26.55, 63.33]",1,2
8864,Noise,no_violation,"(0.069, 26.55]",3,4
8865,Noise,no_violation,"(0.069, 26.55]",3,4
8866,Noise,no_violation,"(63.33, 2677.65]",9,10
8867,Noise,fixed,"(0.069, 26.55]",7,8
8868,Noise,no_violation,"(0.069, 26.55]",3,4
8869,Noise,fixed,"(0.069, 26.55]",7,8
8870,Traffic,no_violation,"(0.069, 26.55]",1,2
8871,Traffic,no_violation,"(63.33, 2677.65]",1,2
8872,Safety,no_violation,"(26.55, 63.33]",0,1
8873,Noise,no_violation,"(26.55, 63.33]",6,7
8874,Noise,fixed,"(26.55, 63.33]",4,5
8875,Noise,no_violation,"(0.069, 26.55]",3,4
8876,Noise,fixed,"(0.069, 26.55]",7,8
8877,Noise,no_violation,"(0.069, 26.55]",3,4
8879,Noise,no_violation,"(0.069, 26.55]",3,4
8880,Noise,no_violation,"(63.33, 2677.65]",9,10
8881,Noise,no_violation,"(26.55, 63.33]",6,7
8882,Traffic,fixed,"(0.069, 26.55]",7,8
8883,Traffic,fixed,"(0.069, 26.55]",7,8
8884,Noise,fixed,"(0.069, 26.55]",7,8
8885,Noise,fixed,"(0.069, 26.55]",7,8
8886,Noise,fixed,"(0.069, 26.55]",7,8
8887,Noise,fixed,"(0.069, 26.55]",7,8
8888,Noise,no_violation,"(0.069, 26.55]",3,4
8889,Noise,no_violation,"(63.33, 2677.65]",9,10
8890,Noise,no_violation,"(26.55, 63.33]",6,7
8891,Noise,no_violation,"(63.33, 2677.65]",9,10
8892,Noise,fixed,"(0.069, 26.55]",7,8
8893,Traffic,fixed,"(0.069, 26.55]",7,8
8894,Noise,fixed,"(0.069, 26.55]",7,8
8895,Noise,fixed,"(0.069, 26.55]",7,8
8896,Noise,fixed,"(0.069, 26.55]",7,8
8897,Noise,no_violation,"(0.069, 26.55]",3,4
8898,Noise,fixed,"(63.33, 2677.65]",4,5
8899,Noise,no_violation,"(0.069, 26.55]",3,4
8900,Safety,no_violation,"(26.55, 63.33]",0,1
8901,Noise,fixed,"(26.55, 63.33]",4,5
8902,Noise,no_violation,"(0.069, 26.55]",3,4
8903,Noise,no_violation,"(0.069, 26.55]",3,4
8904,Noise,fixed,"(26.55, 63.33]",4,5
8906,Traffic,no_violation,"(0.069, 26.55]",1,2
8907,Noise,no_violation,"(0.069, 26.55]",3,4
8908,Noise,fixed,"(0.069, 26.55]",7,8
8909,Noise,fixed,"(0.069, 26.55]",7,8
8910,Noise,fixed,"(0.069, 26.55]",7,8
8911,Noise,fixed,"(0.069, 26.55]",7,8
8912,Noise,fixed,"(0.069, 26.55]",7,8
8913,Noise,no_violation,"(26.55, 63.33]",6,7
8914,Noise,fixed,"(0.069, 26.55]",7,8
8915,Noise,fixed,"(0.069, 26.55]",7,8
8916,House,no_violation,"(0.069, 26.55]",2,3
8917,Noise,fixed,"(0.069, 26.55]",7,8
8918,Noise,no_violation,"(26.55, 63.33]",6,7
8919,Traffic,no_violation,"(0.069, 26.55]",1,2
8920,Noise,no_violation,"(63.33, 2677.65]",9,10
8921,Noise,fixed,"(0.069, 26.55]",7,8
8922,Safety,no_violation,"(63.33, 2677.65]",9,10
8923,Noise,fixed,"(0.069, 26.55]",7,8
8924,Noise,no_violation,"(63.33, 2677.65]",9,10
8925,Noise,no_violation,"(63.33, 2677.65]",9,10
8926,Noise,fixed,"(0.069, 26.55]",7,8
8927,Noise,no_violation,"(26.55, 63.33]",6,7
8928,Noise,fixed,"(0.069, 26.55]",7,8
8929,Noise,no_violation,"(26.55, 63.33]",6,7
8930,Noise,no_violation,"(26.55, 63.33]",6,7
8931,Noise,fixed,"(0.069, 26.55]",7,8
8932,Noise,fixed,"(0.069, 26.55]",7,8
8933,Noise,no_violation,"(26.55, 63.33]",6,7
8934,Noise,fixed,"(0.069, 26.55]",7,8
8935,Noise,no_violation,"(26.55, 63.33]",6,7
8936,Noise,no_violation,"(26.55, 63.33]",6,7
8937,Noise,no_violation,"(0.069, 26.55]",3,4
8938,Noise,no_violation,"(63.33, 2677.65]",9,10
8939,Noise,fixed,"(0.069, 26.55]",7,8
8940,Traffic,no_violation,"(63.33, 2677.65]",1,2
8941,Noise,no_violation,"(0.069, 26.55]",3,4
8942,Traffic,no_violation,"(63.33, 2677.65]",1,2
8943,Noise,no_violation,"(0.069, 26.55]",3,4
8944,Noise,fixed,"(63.33, 2677.65]",4,5
8945,Traffic,no_violation,"(63.33, 2677.65]",1,2
8946,Traffic,no_violation,"(63.33, 2677.65]",1,2
8947,Traffic,no_violation,"(63.33, 2677.65]",1,2
8948,Traffic,no_violation,"(63.33, 2677.65]",1,2
8949,Traffic,no_violation,"(63.33, 2677.65]",1,2
8950,Traffic,no_violation,"(63.33, 2677.65]",1,2
8951,Traffic,no_violation,"(63.33, 2677.65]",1,2
8952,Traffic,no_violation,"(63.33, 2677.65]",1,2
8953,Traffic,no_violation,"(63.33, 2677.65]",1,2
8954,Traffic,no_violation,"(63.33, 2677.65]",1,2
8955,Traffic,no_violation,"(63.33, 2677.65]",1,2
8956,Traffic,no_violation,"(63.33, 2677.65]",1,2
8957,Traffic,no_violation,"(63.33, 2677.65]",1,2
8958,Traffic,no_violation,"(63.33, 2677.65]",1,2
8959,Traffic,no_violation,"(63.33, 2677.65]",1,2
8960,Traffic,no_violation,"(63.33, 2677.65]",1,2
8961,Traffic,no_violation,"(63.33, 2677.65]",1,2
8962,Traffic,no_violation,"(63.33, 2677.65]",1,2
8963,Noise,no_violation,"(0.069, 26.55]",3,4
8964,Noise,fixed,"(0.069, 26.55]",7,8
8965,Traffic,no_violation,"(0.069, 26.55]",1,2
8966,Noise,fixed,"(0.069, 26.55]",7,8
8967,Noise,fixed,"(0.069, 26.55]",7,8
8968,Noise,no_violation,"(26.55, 63.33]",6,7
8969,Noise,no_violation,"(0.069, 26.55]",3,4
8970,Noise,no_violation,"(26.55, 63.33]",6,7
8971,Other,no_violation,"(26.55, 63.33]",1,2
8972,Traffic,fixed,"(0.069, 26.55]",7,8
8973,Noise,fixed,"(26.55, 63.33]",4,5
8974,Traffic,no_violation,"(0.069, 26.55]",1,2
8975,Noise,fixed,"(26.55, 63.33]",4,5
8976,Noise,fixed,"(26.55, 63.33]",4,5
8978,Noise,no_violation,"(26.55, 63.33]",6,7
8979,Noise,no_violation,"(63.33, 2677.65]",9,10
8980,Noise,no_violation,"(0.069, 26.55]",3,4
8981,Noise,fixed,"(26.55, 63.33]",4,5
8982,Noise,fixed,"(0.069, 26.55]",7,8
8983,Noise,no_violation,"(26.55, 63.33]",6,7
8984,Noise,fixed,"(26.55, 63.33]",4,5
8985,Noise,no_violation,"(0.069, 26.55]",3,4
8986,Noise,no_violation,"(0.069, 26.55]",3,4
8987,Traffic,no_violation,"(0.069, 26.55]",1,2
8988,Energy,no_violation,"(0.069, 26.55]",3,4
8989,Noise,no_violation,"(0.069, 26.55]",3,4
8990,Noise,no_violation,"(0.069, 26.55]",3,4
8991,Noise,no_violation,"(0.069, 26.55]",3,4
8992,Noise,fixed,"(0.069, 26.55]",7,8
8993,Noise,no_violation,"(63.33, 2677.65]",9,10
8994,Noise,fixed,"(0.069, 26.55]",7,8
8995,Traffic,no_violation,"(26.55, 63.33]",1,2
8996,Noise,fixed,"(0.069, 26.55]",7,8
8997,Noise,no_violation,"(26.55, 63.33]",6,7
8998,Safety,fixed,"(0.069, 26.55]",0,1
8999,Safety,fixed,"(0.069, 26.55]",0,1
9000,Noise,no_violation,"(26.55, 63.33]",6,7
9001,Noise,fixed,"(0.069, 26.55]",7,8
9002,Noise,fixed,"(0.069, 26.55]",7,8
9003,Safety,fixed,"(0.069, 26.55]",0,1
9004,Noise,fixed,"(26.55, 63.33]",4,5
9005,Noise,fixed,"(0.069, 26.55]",7,8
9006,Noise,no_violation,"(26.55, 63.33]",6,7
9007,Noise,fixed,"(0.069, 26.55]",7,8
9008,Noise,fixed,"(26.55, 63.33]",4,5
9009,Noise,no_violation,"(0.069, 26.55]",3,4
9010,Noise,fixed,"(0.069, 26.55]",7,8
9011,Noise,fixed,"(0.069, 26.55]",7,8
9012,Energy,no_violation,"(26.55, 63.33]",1,2
9013,Noise,no_violation,"(0.069, 26.55]",3,4
9014,Noise,no_violation,"(0.069, 26.55]",3,4
9015,Noise,no_violation,"(0.069, 26.55]",3,4
9016,Noise,no_violation,"(0.069, 26.55]",3,4
9017,Noise,no_violation,"(0.069, 26.55]",3,4
9018,Noise,fixed,"(0.069, 26.55]",7,8
9019,Noise,referred,"(63.33, 2677.65]",9,10
9020,Noise,fixed,"(0.069, 26.55]",7,8
9021,Safety,fixed,"(0.069, 26.55]",0,1
9022,Traffic,fixed,"(0.069, 26.55]",7,8
9023,Traffic,fixed,"(0.069, 26.55]",7,8
9024,Noise,fixed,"(0.069, 26.55]",7,8
9025,Noise,no_violation,"(26.55, 63.33]",6,7
9026,Noise,no_violation,"(26.55, 63.33]",6,7
9027,Noise,fixed,"(26.55, 63.33]",4,5
9028,Noise,referred,"(26.55, 63.33]",4,5
9029,Noise,no_violation,"(0.069, 26.55]",3,4
9030,Noise,no_violation,"(26.55, 63.33]",6,7
9031,Safety,fixed,"(26.55, 63.33]",0,1
9032,Commercial,no_violation,"(63.33, 2677.65]",9,10
9033,Noise,fixed,"(0.069, 26.55]",7,8
9034,Noise,no_violation,"(26.55, 63.33]",6,7
9035,Noise,no_violation,"(0.069, 26.55]",3,4
9036,Noise,no_violation,"(26.55, 63.33]",6,7
9037,Noise,no_violation,"(63.33, 2677.65]",9,10
9038,Noise,no_violation,"(0.069, 26.55]",3,4
9039,Noise,no_violation,"(26.55, 63.33]",6,7
9040,Noise,no_violation,"(26.55, 63.33]",6,7
9041,Noise,fixed,"(0.069, 26.55]",7,8
9042,Noise,no_violation,"(0.069, 26.55]",3,4
9043,Noise,no_violation,"(26.55, 63.33]",6,7
9044,Personal Issue,no_violation,"(0.069, 26.55]",3,4
9045,Safety,no_violation,"(63.33, 2677.65]",9,10
9046,Noise,no_violation,"(26.55, 63.33]",6,7
9047,Noise,no_violation,"(26.55, 63.33]",6,7
9048,Energy,no_violation,"(63.33, 2677.65]",9,10
9049,Noise,no_violation,"(26.55, 63.33]",6,7
9050,Noise,no_violation,"(63.33, 2677.65]",9,10
9051,Noise,fixed,"(0.069, 26.55]",7,8
9052,Noise,no_violation,"(0.069, 26.55]",3,4
9053,Noise,no_violation,"(0.069, 26.55]",3,4
9054,Noise,no_violation,"(0.069, 26.55]",3,4
9055,Noise,no_violation,"(63.33, 2677.65]",9,10
9056,Noise,no_violation,"(0.069, 26.55]",3,4
9057,Noise,fixed,"(26.55, 63.33]",4,5
9058,Noise,no_violation,"(26.55, 63.33]",6,7
9059,Noise,fixed,"(0.069, 26.55]",7,8
9060,Noise,fixed,"(63.33, 2677.65]",4,5
9061,Noise,fixed,"(0.069, 26.55]",7,8
9062,Noise,no_violation,"(0.069, 26.55]",3,4
9063,Noise,no_violation,"(63.33, 2677.65]",9,10
9064,Noise,fixed,"(26.55, 63.33]",4,5
9065,Traffic,fixed,"(0.069, 26.55]",7,8
9066,Noise,no_violation,"(0.069, 26.55]",3,4
9067,Noise,fixed,"(0.069, 26.55]",7,8
9068,Noise,fixed,"(0.069, 26.55]",7,8
9069,Noise,fixed,"(0.069, 26.55]",7,8
9070,Traffic,fixed,"(0.069, 26.55]",7,8
9071,Traffic,fixed,"(0.069, 26.55]",7,8
9072,Noise,fixed,"(0.069, 26.55]",7,8
9073,Noise,fixed,"(26.55, 63.33]",4,5
9074,Noise,fixed,"(0.069, 26.55]",7,8
9075,Noise,fixed,"(26.55, 63.33]",4,5
9076,Noise,fixed,"(26.55, 63.33]",4,5
9077,Noise,fixed,"(26.55, 63.33]",4,5
9078,Noise,fixed,"(26.55, 63.33]",4,5
9079,Noise,fixed,"(0.069, 26.55]",7,8
9080,Noise,fixed,"(0.069, 26.55]",7,8
9081,Noise,fixed,"(0.069, 26.55]",7,8
9082,Noise,fixed,"(0.069, 26.55]",7,8
9083,Noise,no_violation,"(0.069, 26.55]",3,4
9084,Noise,no_violation,"(0.069, 26.55]",3,4
9085,Noise,fixed,"(0.069, 26.55]",7,8
9086,Noise,no_violation,"(26.55, 63.33]",6,7
9087,Noise,no_violation,"(26.55, 63.33]",6,7
9088,Noise,no_violation,"(26.55, 63.33]",6,7
9089,Noise,fixed,"(0.069, 26.55]",7,8
9090,Noise,no_violation,"(63.33, 2677.65]",9,10
9091,Noise,no_violation,"(26.55, 63.33]",6,7
9092,Noise,fixed,"(0.069, 26.55]",7,8
9093,Noise,no_violation,"(0.069, 26.55]",3,4
9094,Noise,fixed,"(26.55, 63.33]",4,5
9095,Noise,fixed,"(0.069, 26.55]",7,8
9096,Noise,fixed,"(0.069, 26.55]",7,8
9097,Noise,fixed,"(0.069, 26.55]",7,8
9098,Noise,fixed,"(26.55, 63.33]",4,5
9099,Noise,no_violation,"(26.55, 63.33]",6,7
9100,Noise,fixed,"(0.069, 26.55]",7,8
9101,Energy,no_violation,"(0.069, 26.55]",3,4
9102,Energy,no_violation,"(0.069, 26.55]",3,4
9103,Noise,no_violation,"(0.069, 26.55]",3,4
9104,Noise,fixed,"(0.069, 26.55]",7,8
9105,Noise,fixed,"(26.55, 63.33]",4,5
9106,Noise,no_violation,"(0.069, 26.55]",3,4
9107,Noise,no_violation,"(0.069, 26.55]",3,4
9108,Noise,fixed,"(0.069, 26.55]",7,8
9109,Safety,no_violation,"(0.069, 26.55]",3,4
9110,Noise,fixed,"(0.069, 26.55]",7,8
9111,Noise,no_violation,"(26.55, 63.33]",6,7
9112,Noise,fixed,"(26.55, 63.33]",4,5
9113,Noise,no_violation,"(63.33, 2677.65]",9,10
9114,Noise,referred,"(0.069, 26.55]",3,4
9115,Noise,no_violation,"(63.33, 2677.65]",9,10
9116,Noise,fixed,"(0.069, 26.55]",7,8
9117,Safety,fixed,"(26.55, 63.33]",0,1
9118,Noise,info_needed,"(63.33, 2677.65]",9,10
9119,Noise,no_violation,"(63.33, 2677.65]",9,10
9120,Noise,fixed,"(0.069, 26.55]",7,8
9121,Noise,fixed,"(26.55, 63.33]",4,5
9122,Noise,fixed,"(0.069, 26.55]",7,8
9123,Noise,fixed,"(0.069, 26.55]",7,8
9124,Noise,fixed,"(26.55, 63.33]",4,5
9125,Other,fixed,"(0.069, 26.55]",7,8
9126,Noise,no_violation,"(26.55, 63.33]",6,7
9127,Noise,fixed,"(0.069, 26.55]",7,8
9128,Traffic,no_violation,"(0.069, 26.55]",1,2
9129,Noise,fixed,"(26.55, 63.33]",4,5
